
System configuration: type=Shared mode=Uncapped smt=4 lcpu=12 mem=6144MB psize=48 ent=2.00 

%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
  2.9  29.8    0.0   67.3  1.00  50.2    9.1   709     9   101   0.58 00:29:50    
  3.2  32.0    0.1   64.8  1.10  55.0   10.3  3136    19   101   0.58 00:30:00    
  4.6  30.9    0.1   64.4  1.08  54.0    9.8  1086    14   101   0.58 00:30:10    
  3.0  30.6    0.1   66.3  1.04  51.9    9.8  1287    21   101   0.58 00:30:20    
  4.3  32.7    0.3   62.8  1.14  57.2   10.5  3645    32   101   0.58 00:30:30    
  3.9  30.4    0.1   65.6  1.05  52.7    9.4  1159    16   101   0.58 00:30:40    
  3.0  31.4    0.1   65.5  1.07  53.3    9.9  2161    20   101   0.58 00:30:50    
  3.6  31.6    0.1   64.7  1.09  54.5    9.8  2508    31   101   0.58 00:31:00    
  3.3  30.4    0.1   66.2  1.04  52.0    9.2  1007    24   101   0.58 00:31:10    
  3.0  32.0    0.1   65.0  1.10  54.9   10.2  3539    51   101   0.58 00:31:20    
  3.0  30.8    0.1   66.0  1.05  52.4    9.5  1444    33   101   0.58 00:31:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  3.0  30.4    0.1   66.5  1.03  51.5    9.2  1218    23   101   0.58 00:31:40    
  3.0  31.6    0.0   65.3  1.08  53.8    9.8  2881    24   101   0.58 00:31:50    
  3.3  30.3    0.0   66.3  1.03  51.7    9.4  1052     9   101   0.58 00:32:00    
  3.4  31.1    0.1   65.4  1.07  53.5    9.9  1920    22   101   0.58 00:32:10    
  3.0  31.3    0.0   65.7  1.06  53.1    9.7  2238    51   101   0.58 00:32:20    
  3.0  30.1    0.0   66.8  1.02  51.0    9.1   713    20   101   0.58 00:32:30    
  3.1  32.3    0.1   64.6  1.09  54.7   10.0  3305    23   101   0.58 00:32:40    
  2.9  29.9    0.0   67.1  1.01  50.4    9.0   664     7   101   0.58 00:32:50    
  3.0  31.0    0.1   65.9  1.05  52.7    9.8  2211    13   101   0.58 00:33:00    
  3.7  31.8    0.2   64.3  1.09  54.5   10.0  2511    35   101   0.58 00:33:10    
  3.0  30.2    0.1   66.7  1.03  51.4    9.7  1363    43   101   0.58 00:33:20    
  3.2  31.8    0.1   64.9  1.09  54.3   10.0  2819    34   101   0.58 00:33:30    
  3.1  30.9    0.1   66.0  1.05  52.7    9.6  1917    27   101   0.58 00:33:40    
  3.0  30.1    0.0   66.9  1.02  50.8    9.2   789    17   101   0.58 00:33:50    
  3.6  32.5    0.2   63.8  1.11  55.6   10.8  3545    33   101   0.58 00:34:00    
  3.2  30.3    0.0   66.5  1.03  51.5    9.4   974    36   101   0.58 00:34:10    
  3.1  31.4    0.1   65.4  1.07  53.3    9.8  2047    42   101   0.58 00:34:20    
  3.2  31.2    0.0   65.6  1.07  53.3    9.9  2473    35   101   0.58 00:34:30    
  3.0  30.5    0.0   66.5  1.03  51.6    9.3  1074    23   101   0.58 00:34:40    
  3.0  31.7    0.0   65.3  1.07  53.7   10.0  2861    38   101   0.58 00:34:50    
  3.4  30.4    0.0   66.1  1.04  52.0    9.4  1052    22   101   0.58 00:35:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  3.3  29.9    0.0   66.7  1.03  51.3    9.2  1130    21   101   0.58 00:35:10    
  3.0  32.0    0.1   64.9  1.08  54.2   10.3  3151    44   101   0.58 00:35:20    
  3.0  30.3    0.0   66.6  1.03  51.3    9.0   677    18   101   0.58 00:35:30    
  3.1  32.0    0.1   64.8  1.09  54.4   10.2  3084    32   101   0.58 00:35:40    
  2.9  29.8    0.0   67.2  1.01  50.6    9.1  1081    21   101   0.58 00:35:50    
  3.4  30.8    0.1   65.8  1.05  52.6    9.8  1295    18   101   0.58 00:36:00    
  3.4  31.8    0.1   64.8  1.10  54.9    9.8  2683    39   101   0.58 00:36:10    
  2.9  30.6    0.1   66.4  1.03  51.7    9.5  1300    23   101   0.58 00:36:20    
  3.0  31.9    0.1   64.9  1.09  54.6    9.7  2961    28   101   0.58 00:36:30    
 12.5  39.2    0.3   47.9  1.50  75.0   14.3  1906    34   101   0.58 00:36:40    
  3.0  30.4    0.1   66.6  1.03  51.5    9.1  1108    17   101   0.58 00:36:50    
  6.8  32.6    0.9   59.7  1.20  60.2   11.4  3492    38   101   0.58 00:37:00    
  3.7  30.9    0.4   65.0  1.07  53.5    9.4  1241    27   101   0.58 00:37:10    
  3.1  32.3    0.1   64.5  1.10  54.9   11.0  3543    42   101   0.58 00:37:20    
  3.0  30.5    0.1   66.4  1.03  51.5    9.3  1142    19   101   0.58 00:37:30    
  2.9  30.2    0.0   66.9  1.02  51.0    9.3   952    21   101   0.58 00:37:40    
  3.1  31.6    0.0   65.3  1.08  54.0   10.0  2869    26   101   0.58 00:37:50    
  3.6  30.7    0.1   65.7  1.05  52.7    9.4  1077    17   101   0.58 00:38:00    
  3.1  31.2    0.0   65.6  1.07  53.4   10.3  2240    43   101   0.58 00:38:10    
  3.5  30.3    0.2   66.0  1.05  52.7    9.7  2042    53   101   0.58 00:38:20    
  4.5  28.3    0.4   66.8  1.01  50.7    9.0  1038    23   101   0.58 00:38:30    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
  4.3  29.7    0.4   65.5  1.06  53.2    9.9  3235    32   101   0.58 00:38:40    
  4.4  28.2    0.4   67.1  1.00  50.1    9.1   646    17   101   0.58 00:38:50    
  5.0  29.3    0.4   65.3  1.06  53.0    9.8  2328    26   101   0.58 00:39:00    
  4.3  28.8    0.4   66.4  1.03  51.7    9.2  1833    36   101   0.58 00:39:10    
  4.4  28.2    0.5   67.0  1.01  50.3    9.3  1144    21   101   0.58 00:39:20    
  4.2  29.2    0.5   66.1  1.05  52.6    9.3  3173    31   101   0.58 00:39:30    
  4.5  27.8    0.4   67.3  1.00  49.9    8.9   894    17   101   0.58 00:39:40    
  4.7  28.4    0.5   66.4  1.03  51.6    9.7  2207    21   101   0.58 00:39:50    
  5.7  28.9    0.4   65.1  1.07  53.3   10.0  1766    21   101   0.58 00:40:00    
  4.6  28.0    0.5   67.0  1.01  50.4    9.0  1048    27   101   0.58 00:40:10    
  4.3  29.6    0.5   65.5  1.07  53.5   10.0  3664    37   101   0.58 00:40:20    
  5.5  28.5    0.5   65.5  1.05  52.6    9.4  1405    20   101   0.58 00:40:30    
  5.2  29.9    0.5   64.4  1.10  55.1    9.8  2881    23   101   0.58 00:40:40    
  4.2  28.7    0.4   66.7  1.02  51.2    9.1  1763    19   101   0.58 00:40:50    
  5.6  27.3    0.4   66.7  1.02  50.8    9.2  1071    11   101   0.58 00:41:00    
  4.6  29.5    0.4   65.5  1.07  53.3    9.6  2885    31   101   0.58 00:41:10    
  5.0  27.6    0.4   66.9  1.01  50.5    9.1  1180    17   101   0.58 00:41:20    
  4.3  29.1    0.4   66.1  1.04  52.1    9.4  2086    16   101   0.58 00:41:30    
  4.3  28.2    0.5   67.0  1.02  50.8    9.3  2243    18   101   0.58 00:41:40    
  4.6  27.7    0.4   67.3  1.00  49.8    9.0   700     8   101   0.58 00:41:50    
  6.6  29.8    0.5   63.1  1.12  56.1   10.6  3421    22   101   0.58 00:42:00    
%user  %sys  %wait  %idle physc %entc  lbusy  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------ ----- ----- -----  ------ --------
