
System configuration: type=Shared mode=Uncapped smt=4 lcpu=32 mem=16384MB psize=12 ent=4.00 

%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
 29.6  17.1    0.0   53.3  3.15  78.7   10.7  6.73  1938     0   101   1.21 00:29:51    
 38.9  21.4    0.0   39.7  3.38  84.4   19.4  5.90  2297     0   101   1.21 00:30:01    
 50.3  25.4    0.0   24.2  6.63 165.8   50.0  1.35 13201     0   101   1.21 00:30:11    
 42.1  20.2    0.0   37.7  6.37 159.2   26.2  3.11  6659     0   101   1.21 00:30:21    
 41.6  18.8    0.0   39.6  5.24 130.9   19.9  4.10  6651     0   101   1.21 00:30:31    
 34.8  23.7    0.0   41.5  3.96  98.9   14.4  5.81  2688     0   101   1.21 00:30:41    
 30.9  13.6    0.0   55.5  2.92  73.1   12.1  6.56  1721     0   101   1.21 00:30:51    
 35.6  24.4    0.0   39.9  3.70  92.5   18.0  6.13  5893     0   101   1.21 00:31:01    
 34.5  20.0    0.0   45.4  3.65  91.1   13.2  5.84  3393     0   101   1.21 00:31:11    
 38.0  20.9    0.0   41.0  3.89  97.3   14.8  5.95  2710     0   101   1.21 00:31:21    
 36.0  24.1    0.0   39.9  4.56 114.0   16.9  4.92  6914     0   101   1.21 00:31:31    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 25.1  13.0    0.0   61.9  2.50  62.4   12.0  7.45  2066     0   101   1.21 00:31:41    
 34.2  22.4    0.0   43.5  3.80  95.1   12.3  5.61  2627     0   101   1.21 00:31:51    
 37.2  22.7    0.0   40.2  3.77  94.1   17.8  5.83  7633     0   101   1.21 00:32:01    
 35.8  22.7    0.0   41.6  3.79  94.8   16.7  5.87  3261     0   101   1.21 00:32:11    
 33.7  19.6    0.1   46.6  3.54  88.4   12.4  5.77  2664     0   101   1.21 00:32:21    
 31.3  17.7    0.0   51.0  3.29  82.1   12.4  6.49  2221     0   101   1.21 00:32:31    
 30.6  23.7    0.0   45.7  3.69  92.2   13.1  5.71  6591     0   101   1.21 00:32:41    
 28.0  14.8    0.0   57.2  2.89  72.3   11.4  6.82  1757     0   101   1.21 00:32:51    
 35.6  23.7    0.0   40.7  3.42  85.6   19.0  5.87  2709     0   101   1.21 00:33:02    
 37.2  26.1    0.0   36.7  4.76 118.9   20.4  4.82  7975     0   101   1.21 00:33:12    
 33.3  25.9    0.0   40.7  4.56 114.0   17.2  4.51  7248     0   101   1.21 00:33:22    
 31.2  21.3    0.0   47.5  3.50  87.5   13.6  6.28  2724     0   101   1.21 00:33:32    
 20.7  11.7    0.0   67.6  2.13  53.3    9.3  7.24  1629     0   101   1.21 00:33:42    
 39.4  19.6    0.0   41.0  3.88  97.0   14.3  6.03  2336     0   101   1.21 00:33:52    
 39.0  13.9    0.0   47.1  3.12  78.1   17.5  5.96  1861     0   101   1.21 00:34:02    
 39.4  21.1    0.0   39.5  5.08 126.9   18.9  4.52  4653     0   101   1.21 00:34:12    
 38.2  15.6    0.1   46.2  3.56  89.1   13.4  5.90  2419     0   101   1.21 00:34:22    
 42.0  17.1    0.0   40.9  3.97  99.3   14.5  5.90  2802     0   101   1.21 00:34:32    
 31.6  16.7    0.0   51.7  3.27  81.7   12.1  6.32  1929     0   101   1.21 00:34:42    
 23.3  12.5    0.0   64.2  2.41  60.3    9.9  7.31  1417     0   101   1.21 00:34:52    
 39.3  22.7    0.0   38.0  3.65  91.2   18.0  5.88  2446     0   101   1.21 00:35:02    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 44.7  18.8    0.0   36.5  5.29 132.2   22.7  3.80  5584     0   101   1.21 00:35:12    
 41.0  18.6    0.0   40.4  4.72 117.9   17.2  5.00  4446     0   101   1.21 00:35:22    
 37.1  21.9    0.0   41.1  3.93  98.3   14.2  5.62  2636     0   101   1.21 00:35:32    
 33.5  13.6    0.0   52.9  3.15  78.7   12.2  6.75  2184     0   101   1.21 00:35:42    
 37.8  19.9    0.0   42.3  3.86  96.4   14.0  5.47  2695     0   101   1.21 00:35:52    
 42.0  14.9    0.0   43.1  3.17  79.1   18.7  6.76  1895     0   101   1.21 00:36:02    
 38.1  24.8    0.0   37.1  5.67 141.8   25.5  3.52  8163     0   101   1.21 00:36:12    
 34.2  19.2    0.0   46.7  3.50  87.6   13.8  6.17  2785     0   101   1.21 00:36:22    
 37.3  22.6    0.0   40.1  4.72 118.0   18.5  4.74  4387     0   101   1.21 00:36:32    
 31.2  19.0    0.0   49.8  3.36  83.9   12.6  6.43  2480     0   101   1.21 00:36:42    
 28.0  16.7    0.0   55.4  2.98  74.4   12.0  6.56  2167     0   101   1.21 00:36:52    
 34.7  22.5    0.0   42.9  3.52  87.9   15.5  5.71  3490     0   101   1.21 00:37:02    
 29.5  15.2    0.0   55.2  2.97  74.4   12.4  6.87  2830     0   101   1.21 00:37:12    
 30.5  21.7    0.0   47.8  3.49  87.4   12.7  5.93  2935     0   101   1.21 00:37:22    
 34.9  25.9    0.0   39.2  4.03 100.7   15.9  5.68  6958     0   101   1.21 00:37:32    
 29.9  14.8    0.0   55.3  3.02  75.5   12.2  6.38  2342     0   101   1.21 00:37:42    
 38.3  20.7    0.0   40.9  4.33 108.2   13.4  5.40  6004     0   101   1.21 00:37:52    
 35.6  14.4    0.0   50.0  3.03  75.7   16.8  6.30  3999     0   101   1.21 00:38:02    
 33.7  26.5    0.0   39.8  4.69 117.4   17.3  4.91  6726     0   101   1.21 00:38:12    
 33.3  22.1    0.0   44.5  3.65  91.2   14.5  5.47  5396     0   101   1.21 00:38:22    
 33.9  24.7    0.0   41.4  4.15 103.6   15.6  5.44  5622     0   101   1.21 00:38:32    
%user  %sys  %wait  %idle physc %entc  lbusy   app  vcsw phint  %nsp  %utcyc  Time  
----- ----- ------ ------ ----- ----- ------   --- ----- ----- -----  ------ --------
 24.6  15.0    0.0   60.3  2.68  66.9   10.9  6.76  1601     0   101   1.21 00:38:42    
 25.5  15.6    0.0   58.9  2.76  69.0    9.5  6.87  3287     0   101   1.21 00:38:52    
 39.7  25.2    0.0   35.1  3.77  94.2   21.8  5.80  5910     0   101   1.21 00:39:02    
 38.9  22.0    0.0   39.1  4.35 108.8   18.5  5.21  6153     0   101   1.21 00:39:12    
 35.8  18.3    0.0   45.9  3.59  89.8   13.6  6.11  2696     0   101   1.21 00:39:22    
 35.3  19.0    0.0   45.7  3.62  90.4   12.9  5.93  5274     0   101   1.21 00:39:32    
 26.4  19.0    0.0   54.6  3.08  77.0   12.7  6.72  4506     0   101   1.21 00:39:42    
 30.9  20.2    0.0   48.9  3.37  84.4   12.0  6.04  2997     0   101   1.21 00:39:52    
 33.9  18.6    0.0   47.5  3.08  77.1   19.1  6.65  5969     0   101   1.21 00:40:02    
 45.7  23.3    0.0   31.0  6.37 159.2   32.5  2.31  9466     0   101   1.21 00:40:12    
 45.8  14.8    0.0   39.5  4.02 100.5   15.0  5.78  2590     0   101   1.21 00:40:22    
 36.0  24.2    0.0   39.8  4.88 122.1   18.7  4.61  3617     0   101   1.21 00:40:32    
 29.7  15.8    0.0   54.5  2.98  74.6   12.2  6.66  2211     0   101   1.21 00:40:42    
 30.6  21.3    0.0   48.0  3.53  88.2   13.2  5.94  2679     0   101   1.21 00:40:52    
